"name","owner","creation","modified","modified_by","docstatus","idx","naming_series","item_code","item_name","item_group","stock_uom","pack_breaking_policy","disabled","allow_alternative_item","is_stock_item","has_variants","is_fixed_asset","auto_create_assets","is_grouped_asset","opening_stock","standard_rate","over_delivery_receipt_allowance","over_billing_allowance","brand","valuation_method","valuation_rate","end_of_life","default_material_request_type","weight_per_unit","allow_negative_stock","has_batch_no","create_new_batch","has_expiry_date","shelf_life_in_days","retain_sample","sample_quantity","has_serial_no","variant_based_on","enable_deferred_expense","no_of_months_exp","enable_deferred_revenue","no_of_months","min_order_qty","safety_stock","is_purchase_item","lead_time_days","last_purchase_rate","is_customer_provided_item","delivered_by_supplier","grant_commission","is_sales_item","max_discount","inspection_required_before_purchase","inspection_required_before_delivery","include_item_in_manufacturing","is_sub_contracted_item","production_capacity","total_projected_qty","customer_code","doctype","uoms","barcodes","reorder_levels","item_defaults","attributes","supplier_items","customer_items","taxes"
"1101.3532","levonaghinyan77@gmail.com","2026-04-27 18:50:21.725974","2026-05-06 21:55:44.190343","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1101.3532","Cortex Screw  3.5*32mm","zmd screws","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b696cuhsje"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.738525"",""modified"":""2026-05-06 21:55:44.190343"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1101.3532"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b69phdnedf"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.739989"",""modified"":""2026-05-06 21:55:44.190343"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1101.3532"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1i14mak8pb"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:21.725974"",""modified"":""2026-05-06 21:55:44.190343"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1101.3532"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1101.3540","levonaghinyan77@gmail.com","2026-04-27 18:50:21.754004","2026-05-06 21:55:44.464626","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1101.3540","Cortex Screw  3.5*40mm","zmd screws","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b69b7ru2j2"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.763276"",""modified"":""2026-05-06 21:55:44.464626"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1101.3540"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b69ol9h9k7"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.764092"",""modified"":""2026-05-06 21:55:44.464626"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1101.3540"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1i4daaho7r"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:21.754004"",""modified"":""2026-05-06 21:55:44.464626"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1101.3540"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1101.3550","levonaghinyan77@gmail.com","2026-04-27 18:50:21.788978","2026-05-06 21:55:44.739468","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1101.3550","Cortex Screw  3.5*50mm","zmd screws","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b6a7ij0qji"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.808164"",""modified"":""2026-05-06 21:55:44.739468"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1101.3550"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b6a4t56uqo"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:21.815044"",""modified"":""2026-05-06 21:55:44.739468"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1101.3550"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1i7n7auo2p"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:21.788978"",""modified"":""2026-05-06 21:55:44.739468"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1101.3550"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.1804","levonaghinyan77@gmail.com","2026-04-27 18:50:28.620667","2026-05-06 21:55:45.006214","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.1804","Fibula Distal Plate
 4 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b8el1i34qr"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.639796"",""modified"":""2026-05-06 21:55:45.006214"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.1804"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b8e65bcj77"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.641625"",""modified"":""2026-05-06 21:55:45.006214"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.1804"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1ian67gcam"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:28.620667"",""modified"":""2026-05-06 21:55:45.006214"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.1804"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.1805","levonaghinyan77@gmail.com","2026-04-27 18:50:28.671209","2026-05-06 21:55:45.299670","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.1805","Fibula Distal Plate  5 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b8edaikv98"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.687597"",""modified"":""2026-05-06 21:55:45.299670"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.1805"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b8et68q8ka"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.689137"",""modified"":""2026-05-06 21:55:45.299670"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.1805"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1idfm90tbe"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:28.671209"",""modified"":""2026-05-06 21:55:45.299670"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.1805"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.1806","levonaghinyan77@gmail.com","2026-04-27 18:50:28.719772","2026-05-06 21:55:45.704529","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.1806","Fibula Distal Plate  6 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b8fjqlqkib"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.745453"",""modified"":""2026-05-06 21:55:45.704529"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.1806"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b8frctv0la"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.746657"",""modified"":""2026-05-06 21:55:45.704529"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.1806"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1ihm49fned"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:28.719772"",""modified"":""2026-05-06 21:55:45.704529"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.1806"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.1807","levonaghinyan77@gmail.com","2026-04-27 18:50:28.782589","2026-05-06 21:55:45.992805","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.1807","Fibula Distal Plate  7 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b8g5rkajmj"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.808456"",""modified"":""2026-05-06 21:55:45.992805"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.1807"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b8g63ko6ad"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.811094"",""modified"":""2026-05-06 21:55:45.992805"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.1807"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1ikj4pd3fp"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:28.782589"",""modified"":""2026-05-06 21:55:45.992805"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.1807"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.1808","levonaghinyan77@gmail.com","2026-04-27 18:50:28.861268","2026-05-06 21:55:46.395955","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.1808","Fibula Distal Plate  8 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b8gd837afh"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.882815"",""modified"":""2026-05-06 21:55:46.395955"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.1808"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b8g45buihg"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:28.885062"",""modified"":""2026-05-06 21:55:46.395955"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.1808"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1io5nveds1"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:28.861268"",""modified"":""2026-05-06 21:55:46.395955"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.1808"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.4006","levonaghinyan77@gmail.com","2026-04-27 18:50:19.797057","2026-05-06 21:55:46.709863","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.4006","Straight Bone Plate for Metacarpal  6 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b5mncrhk0o"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:19.813281"",""modified"":""2026-05-06 21:55:46.709863"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.4006"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b5mhajq50o"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:19.814292"",""modified"":""2026-05-06 21:55:46.709863"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.4006"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1ir96mo7c5"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:19.797057"",""modified"":""2026-05-06 21:55:46.709863"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.4006"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
"1113.4104","levonaghinyan77@gmail.com","2026-04-27 18:50:19.837650","2026-05-06 21:55:46.974181","ai-agent@internal.com","0","0","STO-ITEM-.YYYY.-","1113.4104","T-Plate for Metacarpal
 4 Holes","zmd plates","Nos","Never break packs","0","0","1","0","0","0","0","0.0","0.0","0.0","0.0","ZMD","","0.0","2099-12-31","Purchase","0.0","0","0","0","0","0","0","0","0","Item Attribute","0","0","0","0","0.0","0.0","1","0","0.0","0","0","1","1","0.0","0","0","1","0","0","0.0","","Item","{""name"":""b5m71149a8"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:19.848973"",""modified"":""2026-05-06 21:55:46.974181"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""uom"":""Nos"",""conversion_factor"":1.0,""parent"":""1113.4104"",""parentfield"":""uoms"",""parenttype"":""Item"",""doctype"":""UOM Conversion Detail""}","","","{""name"":""b5mer0fcjm"",""owner"":""levonaghinyan77@gmail.com"",""creation"":""2026-04-27 18:50:19.849603"",""modified"":""2026-05-06 21:55:46.974181"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""company"":""InMED"",""default_warehouse"":""Main - Inmed"",""parent"":""1113.4104"",""parentfield"":""item_defaults"",""parenttype"":""Item"",""doctype"":""Item Default""}","","{""name"":""1itllpvij6"",""owner"":""ai-agent@internal.com"",""creation"":""2026-04-27 18:50:19.837650"",""modified"":""2026-05-06 21:55:46.974181"",""modified_by"":""ai-agent@internal.com"",""docstatus"":0,""idx"":1,""supplier"":""ZMD"",""parent"":""1113.4104"",""parentfield"":""supplier_items"",""parenttype"":""Item"",""doctype"":""Item Supplier""}","",""
